number,interest,title
427736,소년범죄/학교폭력,"학교폭력 피해신고와 승소 가능성, 처분 예상"
427737,미성년 대상 성범죄,아동청소년보호법으로의 신고와 관련한 상담글
427738,수사/체포/구속,통매음 진정사건 진행 절차에 대한 이해와 질문
427739,교통사고/도주,교통법규 위반 상황에 대한 의문
427740,소년범죄/학교폭력,학교폭력과 어깨빵: 효력은 얼마나 될까?
427741,명예훼손/모욕 일반,사건 증인에게 메시지 보낼때 문자 내용 문의
427742,고소/소송절차,어깨빵 폭행죄 고소 가능성에 대한 상담
427743,상속,상속포기 후 민사소송에 대한 상담
427744,기업법무,공기업 면접과정에서의 불이익에 대한 상담
427745,기타 재산범죄,특수감금치상 및 재물손괴 상담
427746,명예훼손/모욕 일반,"여러명이 방을 파서 뒷담을 한 경우, 명예훼손&모욕죄로 고소가 가능한지에 대한 상담"
427747,교통사고/도주,1년 내 면허취소 집행유예 기간 킥보드 무면허 음주운전 단속
427748,기타 재산범죄,점유이탈물횡령죄와 합의금에 대한 상담
427749,형사일반/기타범죄,가정 폭력으로 접근금지명령 신청 가능성에 대한 질문
427750,계약일반/매매,부동산 가계약 취소와 배액배상 대응 방법
427751,기타 재산범죄,로맨스스캠 피해와 대처 방안
427753,손해배상,특수건조물 침입 후 민사 진행 시 고려사항
427754,폭행/협박/상해 일반,각 심급별 판결 결과 변동 가능성에 대한 질문
427756,계약일반/매매,토지 매도 후 대금 미수령에 대한 상담
427758,사이버 명예훼손/모욕,"영어로 상대에게 욕을 한 경우, 고소 가능성은?"
427759,디지털 성범죄,게임 중 발생한 성희롱 사건에 대한 고소 가능성
427760,임대차,월세 미납 세입자 대처 방안에 대한 상담
427761,성폭력/강제추행 등,통신매체이용음란죄 성립여부에 대한 상담
427762,디지털 성범죄,스토킹 처벌 여부와 수위에 대한 상담
427764,디지털 성범죄,오픈채팅에서의 통매음 고소 가능성에 대해 알아보기
427765,형사일반/기타범죄,무고죄와 정보공개청구에 대한 상담
427767,임대차,월세보증금 반환 문제와 해결 방안
427768,명예훼손/모욕 일반,전화번호 악용에 대한 대응 방안
427769,상속,지상권 주택 강제 퇴거 후 권리 회복 방법에 대한 조언
427770,손해배상,전세만기 보증금 미지급 관련 상담
427771,명예훼손/모욕 일반,사이버명예회손 및 모욕죄에 대한 신고 상담
427772,형사일반/기타범죄,"마약류 취급 미보고로 행정처분 및 고발, 검찰 송치 전 상황"
427774,고소/소송절차,검사항소기간과 판결 확정 시점에 대한 이해
427775,명예훼손/모욕 일반,명예훼손 가처분신청과 심문기일에 대한 상담
427776,사기/공갈,직거래 사기 고소와 관련한 상담
427777,사이버 명예훼손/모욕,사이버 명예훼손죄와 모욕죄의 성립 여부
427778,사이버 명예훼손/모욕,SNS 스토리 저격글과 명예훼손 성립 여부
427780,대여금/채권추심,현금보관증 관련 법적 문의
427781,기타 재산범죄,기소유예 기록 보관기간 및 절도 사건에 대한 상담
427783,사기/공갈,고소 문의
427784,손해배상,소취하한 원고 상대로 소송비용 청구 가능성에 대한 고찰
427785,노동/인사,단체협약 채무적 부분 적용에 대한 노동조합 간의 이슈
427786,사기/공갈,"외국인 친구에게 벌금을 대납한 경우, 법적으로 돈을 돌려받을 수 있을까?"
427787,계약일반/매매,부동산 매매계약서 작성오류와 착오송금 문제 해결 방안
427788,매매/소유권 등,치매 환자의 증여 가능성과 소유권 이전등기 말소에 대한 상담
427789,명예훼손/모욕 일반,어떤 죄로 고소할 수 있을지에 대한 질문
427790,사기/공갈,지인에게 돈을 빌려준 후의 문제 해결 방안
427791,사기/공갈,사기사건 합의 및 양형조사에 대한 정보공개청구 상담
427792,상속,유산상속 문제 해결 방안
427793,사기/공갈,전세사기피해자 인정 가능성에 대한 질문
427795,명예훼손/모욕 일반,증거 조작에 대한 명예훼손 대응 방법
427796,교통사고/도주,전동킥보드 사고와 동승자의 책임
427797,이혼,미성년자녀가 있는 경우 이혼소송 중 정신적 피해
427798,고소/소송절차,감정 보완 요청에 대한 판사의 행동에 대한 의문
427801,임대차,전세 세입자 계약기간 전 이사와 임차권 등기 문제
427802,사기/공갈,민사 손해배상청구소송 소멸시효와 소제기 가능성에 대한 문의
427804,형사일반/기타범죄,허위진술로 인한 협박 입건과 무고죄 제출 가능성에 대한 상담
427805,손해배상,종합병원내 치과 진료중 발생한 낙상사고와 합의금 관련 문제
427806,기타 재산범죄,"동거 중인 친구의 불법 행위, 고소 가능성에 대한 질문"
427807,고소/소송절차,농약 잘못 친 농산물 판매와 법적 문제
427808,계약일반/매매,아파트 분양권 중도금대출 무이자와 공급계약해제 절차에 대한 문의
427809,사이버 명예훼손/모욕,인터넷 명예훼손 관련 사건 진행 대응 방법
427810,교통사고/도주,교통사고 형사합의 관련 상담
427811,기업법무,미납된 4대보험으로 인한 법인 압류통지서 상황 해결 방안
427813,성매매,단속 이후 연락 및 대처 방안 상담
427814,고소/소송절차,사진유포협박 피해자의 첫 구공판 관련 질문
427815,계약일반/매매,"상가 천장 누수로 인한 오픈 일정 지연과 손해배상 청구, 계약 파기 가능성"
427816,IT/개인정보,재직 중 개발한 프로그램의 저작권 관련 문의
427817,사이버 명예훼손/모욕,명예훼손죄 특정성 성립여부에 대한 상담
427818,디지털 성범죄,인터넷 사이트에서 얼굴 합성 피해 상담
427819,이혼,이혼과 아이 문제에 대한 상담
427820,임대차,전세금 반환과 보수공사에 대한 질문
427823,노동/인사,퇴사 효력 발생 여부 및 향후 대응 방안에 대한 상담
427824,기타 재산범죄,업무방해죄에 대한 이해와 법적 위반 여부
427825,계약일반/매매,부동산 가계약시 주의해야 할 사항과 질문에 대한 답변
427826,기타 재산범죄,가족의 협박으로 인한 금전 갈취 상담
427827,계약일반/매매,아파트 분양과 입주지연에 따른 계약해제 가능성
427828,사이버 명예훼손/모욕,명예훼손죄 특정성 성립여부 재문의
427829,노동/인사,퇴사 효력 여부 및 퇴사 예정자 조사 대응 방안 문의
427831,교통사고/도주,회전교차로 교통사고 과실분쟁에 대한 상담
427832,건축/부동산 일반,누수책임 법적인책임 어디까지 져야 할까요?
427833,기업법무,AI를 활용한 컨텐츠 플랫폼 개발과 법적 검토에 대한 상담
427834,노동/인사,직무유기죄로 고소 가능성에 대한 질문
427835,손해배상,개로 인한 사고로 보상요구에 대한 상담
427836,기업법무,퇴사 후 업무 상 과실로 인한 손해배상 청구에 대한 내용증명서 상담
427837,명예훼손/모욕 일반,데이트 폭력과 성적 욕설에 대한 고소 가능성
427838,기타 재산범죄,숙박업소에서 놓고온 귀중품 대응 방법
427839,건축/부동산 일반,임대차 누수 관련 분쟁 상담
427840,건축/부동산 일반,관급공사 방수하자와 관련된 법적 문제와 해결방안
427842,기업법무,사문서 위조 관련 경찰 조사와 처벌불원서 작성에 대한 상담 요청
427843,기타 재산범죄,"차량 분쟁과 이별, 어떻게 해결해야 할까요?"
427844,손해배상,문자와 야간 전화 욕설의 피해 인정 가능성은?
427845,기업법무,계정 관련 컨설팅 후 업무처리 진행 안됨 문제
427848,형사일반/기타범죄,"무단침입으로 신고 당한 경우, 피해자의 선처에 대한 상담"
427849,형사일반/기타범죄,"스토킹 처벌법 위반으로 약식기소가 되었는데, 정식재판을 통해 선고유예를 받고 싶습니다"
427850,대여금/채권추심,4순위 상속인 해당 여부 및 채권 지급 청구 소송 관련 질의
427851,성폭력/강제추행 등,국가기관의 장기간 인권 박탈에 대한 상담글
427854,기타 재산범죄,숙박업소에서의 귀중품 도난 대응 방법
427855,기타 재산범죄,절도미수죄에 해당하는지에 대한 상담글
427856,계약일반/매매,손해배상금 관련 문의에 대한 답변
427857,기타 재산범죄,명의 차량 회수 방법에 대한 상담
427858,계약일반/매매,법정 이자율 초과 시 돈 갚는 문제에 대한 상담
427859,고소/소송절차,배상명령신청과 지급명령신청의 차이점
427860,고소/소송절차,가처분 소송과 담보제공명령에 대한 상담
427861,금융/보험,전기통신사업법 위반 조사 후 송치에 대한 상담
427862,고소/소송절차,협박 신고에 대한 상담
427863,이혼,협의이혼 양육비 미지급 소송 가능성에 대한 상담
427864,계약일반/매매,중고거래 불량 상품에 대한 민사소송
427865,상속,아버지 사망 후 집 상속 절차와 관련된 질문
427866,기타 재산범죄,군대에서 절도죄로 인한 처벌 상담
427867,IT/개인정보,밀양 가해자 동생으로 알려진 사람으로부터 명예훼손 고소를 당했씁니다.
427868,성폭력/강제추행 등,"클럽에서의 성추행 사건, 적정 합의금은 어느 정도일까요?"
427869,기타 재산범죄,친구에게 빌려준 돈 회수 방법에 대한 상담
427870,디지털 성범죄,미성년자 가상 아청물 유포의 처벌 가능성
427871,기타 재산범죄,기습공탁 대응 및 공탁금회수동의서 대리작성 상담
427872,가압류/가처분,부동산 가압류와 전세보증금 미반환 문제
427873,미성년 대상 성범죄,영상통화 후 성범죄자로 몰릴 수 있을까?
427875,기타 재산범죄,휴대폰 도난사건 신고 접수 및 피해자 상담
427876,기타 재산범죄,투자 권유로 시작해 돈을 빌려간 사람이 구속된 상황에서 돈을 돌려받는 방법
427877,상속,가족 증여 및 유류분 관련 상담
427878,마약/도박,도박장소 개설 방조 혐의와 피의자들의 대화 문제
427879,대여금/채권추심,임대차 보증금 미반환 문제로 인한 지급명령 후 진행 방안에 대한 조언 요청
427880,디지털 성범죄,통매음 고소에 대한 질문과 상담
427881,사이버 명예훼손/모욕,온라인 게임에서의 모욕죄 가능성과 대처 방안
427882,사이버 명예훼손/모욕,"모욕죄, 스토킹범죄 등 합의 대행 가능성에 대한 상담"
427886,병역/군형법,병사 영내 음주 징계 관련 상담
427887,상속,재산 증여 및 차용증 작성에 대한 상담
427888,고소/소송절차,카카오톡 텍스트파일 내보내기와 증거효력
427889,명예훼손/모욕 일반,명예훼손 관련 질문 및 상담
427890,기타 재산범죄,담배 압수 시 어떤 법적 문제가 발생하는지
427891,고소/소송절차,무죄 판결 후 소송비용 보상에 대한 안내
427892,디지털 성범죄,인터넷 아청법 시청죄 관련 문의
427893,세금/행정/헌법,포렌식 준항고 접수시 수사 중단 방법
427894,기타 재산범죄,사기 피해 후 검사 배정과 진행사항에 대한 궁금증
